tweet,tweet translated,sentiment
"Ty nie masz pojecia o czym mowisz lewicowy populisto🇧🇷nie akceptuje  technokratycznego zamachu stanu i sfałszowanych wyborów Komunisty Luli. Mieszkańcy Brazylii wiedzą, że ich ostatnie wybory zostały sfałszowane rozpoczyna  się wojna domowa.","You have no idea what you are talking about the leftist populist accepts the technocratic coup and forged communist elections of Lula. The inhabitants of Brazil know that their last election has been falsified, the civil war begins.",negative
"Jacy wy musicie być tępi niewiedząc, że w demokratycznych wyborach, które odbędą się na jesień - nie macie szans - proponujemy wyjechać do swoich sponsorów z Berlina i Moskwy.","What do you have to be blunt, not knowing that in the democratic elections that will take place in autumn - you have no chance - we suggest going to your sponsors from Berlin and Moscow.",negative
"Zapomniał pan jak podczas ""puczu"" w Sejmie poseł  Nitrogliceryna  grzebał i ""szabrował"" w cudzej własności? Teraz z ciebie demokrata z ZUS???","Did you forget how during a ""coup"" in the Sejm, MP nitroglycerin rummaged and ""looted"" in someone else's property? You are a democrat with ZUS now ???",negative
Ale tępa propaganda. Jak za Gomułki.,But blunt propaganda. Like Gomułki.,negative
"Głupszej opozycji bluźniącej faktom i rozumowi nie było od chrztu Polski. #Pis może coś robić albo nic nie robić, a i tak wygra wybory, bo alternatywy nie ma, w czym pan jeszcze nigdy nie pomógł. Po co się zawsze odzywać i nabijać rządowi punkty za darmo🤔 #Mistyka #MrokiTajemnic","The stupid opposition blaspheming facts and reason was not from the baptism of Poland. #Pis can do something or do nothing, and he will win the election, because there is no alternative, which you have never helped. Why always speak and make a government points for free🤔 #mistyka #mrokitojemnice",negative
to samo robiliście po 2015r,You did the same after 2015,negative
Genialne!,Epic!,positive
Spierdalaj esbecki lizidupie,Fuck Esbecki Lizidupy,negative
Kretyn,Moron,negative
"Oni wam ustępują, nie utworzyli KOD,, Wielu ruchawek ulicznych i próby przewrotu .","They are giving way to you, they did not create a code of many street traffic and tags.",negative
🤣,🤣,negative
A kto ma rządzić …. niemiec ? . Lub pedały i inne stworzenia … ludzie głupi bez tożsamości +,And who is to rule ... German? . Or pedals and other creatures ... stupid people without identity +,negative
Borys a zapomniałeś jak było z obaleniem Janukowycza w 2014? Wtedy było obalenie demokratyczne?,Borys and did you forgot how it was with the overthrow of Yanukovych in 2014? It was democratic then?,negative
"Atak ogórkiem na TVP, to wspólny mianownik dla lewactwa i łysych",A cucumber attack on TVP is a common denominator for leftism and bald,negative
a co wy buraku robiliście po wygraniu wyborów przez PiS?,And what did you do beetroot after winning the election by PiS?,negative
"Masz rację Budka,ty i twoji kolesie zasługują jedynie na kopa w zad.","You are right Budka, you and your guys deserve only a kick in the croup.",negative
Najpierw trzeba wygrać wybory i to zdecydowanie. A hołota zawsze będzie hołotą…,You have to win the election first and definitely. And Hołota will always be a tribute ...,positive
Barys a żona uznała już rozliczenie z ZUS? 😂,Barys and the wife has already recognized the settlement from ZUS? 😂,negative
"Przemówił człowiek żarówka, 🤣","A bulb man spoke, 🤣",negative
"Jeżeli powiedziałeś to patrząc w lustro to super, brawo w końcu się przyznałeś👏","If you said it in the mirror, it's great, you finally admitted",negative
No i przypomniał mi się wigilijny pasztet ;-),And I remembered the Christmas Eve pate ;-),negative
I pomyśleć że kiedyś Platforma mieniła się prawicą,And to think that once the platform was shimmering the right,negative
Budka ty zawsze po stronie lewactwa 😄 taki lewaczek jesteś,You always on the left side of leftism 😄 such a leftist you are,negative
Wy tam won od prawo myślących a zajmijcie pedofilą w platfusowni oraz naszego człowieka w Warszawie 😂😂😂,You won from the law of thinking and take a pedophile in Platfusownia and our man in Warsaw 😂😂cut,negative
"Dokładnie🤣. Strach przed kolejną porażką 😁 okroić, żelazna miotła, wyzwiska,zakneblować usta dziennikarzom itd.","Exactly. Fear of another failure 😁 cut, iron broom, insults, gag the mouth of journalists, etc.",negative
"Ty QRWO LEWACKA ,jak określisz ciamajdan po przegranych wyborach","You, qrwo, as you determine Ciamjajdan after losing elections",negative
"Nie musi, klepie za pomocą reżimowej tv ludziom głupoty, łatwiej się steruje głupimi ludźmi ;)","He doesn't have to, smudges people stupid with a regime tv, it is easier to control stupid people;)",positive
"A ten wasz śmieszny ciamajdan pamiętasz, pajacu ?","And do you remember your funny Ciamajdan, clown?",negative
"Budka, to tak, jak wy.... szczujecie i nawołujecie do siłowego przejęcia władzy! To wasz Tusek, dostaje FURII, wściekły krzyczy i grozi...""trzeba mieć determinację, mięśnie i gotowość do poważnego starcia"". Straszy, że będzie wyprowadzał siłą i...""wymiatał żelaznymi grabiami"".","Budka is like you .... you are shit and call for strength to take power! It's your Tusk, he gets fury, furious and threatened ... ""you have to have determination, muscles and readiness for a serious clash."" He threatens that he will lead with strength and ... ""sweeping with iron rakes"".",negative
"Właśnie potwierdziłeś, że nie zasługujecie na rządzenie. U was sami POpaprańcy.",You just confirmed that you are not deserves to rule. You have themselves.,negative
"Pamiętacie tych zwyrodnialców atakujących sejm w grudniu 2016 roku. To bydło pełne nienawiści, agresywne do granic, atakujące demokratyczne struktury państwa i policję? Pamiętacie Kolędę Zalewską, która pytała retorycznie co się stanie jak tłum nie wytrzyma? Liberofaszyzm!","You remember these degenerates attacking the Sejm in December 2016. Is this cattle full of hate, aggressive to the borders, attacking the democratic structures of the state and the police? Do you remember the Christmas carol Zalewska, who asked rhetorically what would happen if the crowd could not withstand? Liberophassism!",negative
To tak jak PO atakowali Polski Parlament i Polskie Ulice rzadajac przewrotu. Teraz lysy szuka auterytetu!,It is just like PO attacked the Polish parliament and Polish streets by rating the coup. Now Lysy is looking for an authors!,negative
Zapomniał pan o słynnym na cały świat Ciamajdanie?,Have you forgotten about the famous Ciamhadan world?,negative
"A wy nigdy nie próbowaliście podobnych metod ? Operacja ""Prawie zbity na śmierć"" i później podczas zamieszania w zwiazku z aborcja.","Have you never tried similar methods? The operation ""almost broken to death"" and later during the confusion in a relationship with abortion.",negative
"""nieuznawanie demokratycznych rozstrzygnięć"" to specjalność  PO od 2015 roku🙂. Hipokryta złapany na krętackim oburzeniu.","""not recognizing democratic decisions"" is a specialty of the PO since 2015. Hypocrite caught on the curve.",negative
Budka i PO   też nie  powinni żądzić. To jest chora partia która się sprzedaje wszystkim,Budka and PO should not desire either. This is a sick party that sells everyone,negative
".... nie zapominaj , wasze pomioty , bydło skończone , zwane kodowcami , to samo robili !!!! ..... więc nasrałeś w własne gniazdo !!     😂😂😂😂😂😂😂",".... do not forget, your spikes, finished cattle, called coders, did the same !!!! ..... so you wiped in your own nest !! 😂😂cut",negative
Oskar wypierdalaj,Oskar,negative
Szanuję tą wypowiedź za szczerość. Mało kto potrafi być tak samokrytyczny.,I respect this statement for honesty. Hardly anyone can be so self -critical.,negative
To wypierdzielaj z rudym do kolegów na wschód,This is to be replied with Rudy to your friends to the east,negative
Eeee teeee pupka a ciamajdan itp. okupacje instytucji publicznych już zapomniał. Łącznie z blokowaniem drogi przez wściekłe macice. hipokryto lewy,Eeee teeee pupka and ciamjajdan etc. The occupation of public institutions has already forgotten. Including blocking the road by furious uterus. Hypocrite left,negative
"Ruska buda, spalona budka, walnięty budka ..","Ruthenian kennel, burnt booth, pounded booth ..",negative
Czyli Ciamajdan. Pewnie chcą tego nie pamiętać.,That is Ciamajdan. They probably want to not remember that.,negative
"Ty łysy ch_uju!   Lewactwo do którego należysz, odpowiedzialne jest za setki milionów wymordowanych w najokrutniejszy sposób ludzi!  Tak jak na przykład czerwoni khmerzy, których rocznica obalenia niedawno przypadała!  Zamknij więc ryja czerwony wiep_rzu!!","You bald ch_uju! The leftism to which you belong is responsible for hundreds of millions murdered in the cruelest way! Like, for example, Khmer Reds, whose anniversary of the overthrow recently fell! So close the Red Wiep_RZRZA !!",negative
"A wyscie zrobili Ciamajdan okupujac sejm przez Swieta Bozego Narodzenia w 2016r. Dla komuchow to tylko ""demokracja"" wyjeta z polnocnej korei jest ta wlasciwa.","And they were made by the Ciamajdan occupying the Sejm by Christmas in 2016. For komuchow it is only a ""democracy"" taken out of northern Korea is the owner.",negative
"Myślę,  że każdy szanuje TK, ale nie Garkuchnię Przyłębskiej. Rządu nie ma obowiązku szanwać, bo niby dlaczego?","I think that everyone respects the Constitutional Tribunal, but not a stuck of Przyłębska. The government is not obliged to black, because why?",positive
"Samokrytyka, podobno, uszlachetnia, ale wam już nic nie pomoże 🙈","Self -criticism, apparently, ennobles, but nothing will help you 🙈",negative
"Łysy zmieniłbyś choć jedno słowo w tym przekazie dnia ,a nie takie ""kopiuj-wklej ""!","Bald would change at least one word in this message of the day, not such ""copy-wklej""!",negative
"SzP. szkoda, że zadymy czynią zakompleksieni/ ułomni...przyzwyczajeni do/z czasów KOMU NIC?",Sp. It is a pity that the smoke is doing complex/ cadast ... accustomed to/ from the times of whom nothing?,negative
Można się porzygac,You can kid,negative
"Gomułka, a pamiętasz ciamajdan?","Gomułka, do you remember Ciamajdan?",negative
a ciamajdan pamiętacie ?,Do you remember Ciamajdan?,negative
Nie zesraj się 😂,Don't get off 😂,negative
Akurat ten opis pasuje idealnie do was.,This description fits perfectly to you.,negative
To wspólny mianownik dla pana i pańskich kolegów…,This is a common denominator for Mr. and your colleagues ...,negative
"Panie Budka, lichorodzie - amnezji doznałeś..? A może mózg panu aborcjonowano..?
Przywrócić pamięć - jakich kretynów w Sejmie z siebie robiliście..?","Mr. Budka, Lichorod - have you suffered amnesia ..? Or maybe the brain was abortion ...? 
 Restore memory - what morons did you make in the Sejm ..?",negative
nie wolno tak porównywać ... 🤣🤣🤣,You must not compare this way ... 🤣🤣🤣,neutral
"ale wy jesteście obłudnymi hipokrytami, śpieszno do koryta co? zapomnij, te wybory też przegracie, dzbany...","But you are hypocritical hypocrites, hurried to the trough what? Forget, you will also lose these choices, pitchers ...",negative
Co ty pierdolisz budka? Ty i tobie podobni nie uznajecie wyników demokratycznych wyborów. Jesteście antydemokratyczni i żałośni.,What are you fucking booth? You and you do not recognize the results of democratic choices. You are anti -democratic and pathetic.,negative
Budka udaje debila ze skleroza czy w swojej nienawiści miesza fakty zaraz stwierdzi że to prawica okupowała sejm,"Budka pretends to be a moron from sclerosis or in her hatred he mixes the facts, he will say that the right wing was occupied by the Sejm",negative
"Nie, wwozili do parlamentu ludzi w bagażniku i udawali na ulicy zmarłych.","No, they brought people in the trunk to parliament and pretended to be on the street of the dead.",neutral
"porozmawiajmy o puczu z 2016, hiPOkryto 😂","Let's talk about the coup from 2016, hypocrite 😂",negative
Co chcesz czlowieku od totalnej paly do lania zwanej budka jak wszystkie totalniackie mendy z po-Ko uznaja wybory za demokratyczne tylko wtedy gdy wygrywaja,"What do you want man from a total palus to palowy, called a booth like all the total ladies with PO-ko, consider the choices as democratic only when they win",negative
"""z obietnicami rozdawnictwa nierobom - bo to powinno się skończyć raz na zawsze"" tu pełna zgoda","""With promises of distribution of non -workmanship - because it should end once and for all"" here full agreement",positive
"Borysku nie pamiętasz, jak miałeś nocne czuwanie w sejmie? Błazen jesteś i hipokryta.","Borysko, don't you remember how you had a night vigil in the Sejm? You are a hypocrite.",negative
Video hańby,Video shame,neutral
"Ja nie neguję że on istnieje. Ja neguję strategię PO polegająca na opluwaniu PIS zamiast rozmowy i przedstawieniu propozycji jak coś zmienić. Jeżeli ktoś nie jest ANTYPIS (nie mylić z popieraniem PIS) to taka kampania odrzuca. Można pokazać to zrobili źle, my zrobimy tak.","I don't deny that he exists. I deny the strategy of PO consisting in spitting PiS instead of talking and presenting a proposal how to change something. If someone is not anti -PiS (not to be confused with PiS support), such a campaign rejects. You can show it badly, we will do it.",negative
"Borys, nie zesraj się. Wiesz dobrze, że i was to może czekać prawda? Ludzie maja prawo okazywać swoją niechęć dla parszywych oszustów, jakimi was widzimy 😎. Oczywiście lewacka antifa to ""kółko różańcowe"" tak? Oni mogą demolować Europę tak?","Boris, don't get off. You know that you can wait too, right? People have the right to show their reluctance to the lousy fraud we see you 😎. Of course, the leftist Antifa is a ""rosary circle"" yes? They can demolish Europe yes?",negative
"Nawiązuje pan do okupacji sejmu po przegranych wyborach?
Tak, z  chwilą ogłoszenia się opozycją totalną  i podjęciem działań destabilizujących pracę rządu nawet kosztem szkodzenia Polsce bezpowrotnie utraciliście wiarygodność i jako tacy powinniście zniknąć ze sceny politycznej","Do you refer to the occupation of the Sejm after losing elections? 
 Yes, when you announce a total opposition and taking actions destabilizing the work of the government, even at the expense of harming Poland you have irretrievably lost credibility and as such you should disappear from the political scene",negative
"A teraz jak jest?!
Sama spadaj!!!","And now how is it?! 
 Fate yourself !!!",negative
Grudzień 2016 coś Panu mówi? 🤭🤭,December 2016 tells you something? 🤭🤭,negative
"Czyli jednak odżegnujecie się od prawicy? 
Nie oczekuję odpowiedzi 🤔","So you are rolling away from the right? 
 I don't expect an answer 🤔",neutral
Lepiej być lewakiem dewiantem⁉️spierdalaj‼️,Better to be a deviant leftist ⁉️Dalaj‼ ️,negative
"To co robicie na tt wskazuje na epidemię echolalii w waszych szeregach. 😱
Warto by się jednak skonsultować medycznie ...😬","What you do on TT indicates an epidemic of echolalia in your ranks. 😱 
 However, it is worth consulting medically ... 😬",negative
"Jeszcze tych dwóch prawicowych terrorystach w bagażniku samochodu, którzy chcieli się dostać do Sejmu zapomniał Pan wapomnieć.","Even those two right -wing terrorists in the trunk of a car who wanted to get to the Sejm, forgot to lift.",negative
Łysy zapomniałeś co robiliście siedem lat temu po przegranych wyborach? Teraz jak przegracie to znowu planujecie zamach stanu ?,"Bald forgot what you did seven years ago after losing elections? Now when you lose, are you planning a coup again?",negative
O nowe wytyczne i wszyscy nadajecie w tym samym tonie 🤦‍♂️jakie to nudne i przewidywalne ☹️,For new guidelines and you all give in the same tone 🤦‍♂️ What are boring and predictable ☹️,negative
Pamiętasz 2016r. i ciamajdan jaki urządziliście pod Sejmem i w wewnątrz? Do dziś podważacie prawo Zjednoczonej Prawicy do rządzenia Polską. Totalnie nie uznajecie żadnych decyzji demokratycznie wybranego Rządu RP. Zamknął byś się w końcu hipokryto‼️🤬🤢🤮,"You remember 2016 And what did you organize under the Sejm and inside? To this day, you undermine the law of the United Right to rule Poland. You totally do not recognize any decisions of the democratically chosen government of the Republic of Poland. You would finally get hypocryto‼ ️🤬🤢🤮",negative
"I co, zajęli pałac prezydencki ?","And what, they took the Presidential Palace?",neutral
Chcą robić podobnie jak Łukaszenka na Białorusi!,They want to do just like Lukashenko in Belarus!,positive
ty pajacu pełowski to jest dokładnie to co wy robicie....,"You, full, is exactly what you do ....",negative
Brak szacunku dla Polski i wyborców.  Zamilcz i pracuj do śmierci wg. swoich zapowiedzi w oczyszczalni ścieków  w Warszawie.,Dis respect for Poland and voters. Be silent and work until death according to your announcements in the sewage treatment plant in Warsaw.,negative
Ty i twoja anty Polska opozycja nie zasługujesz na nic. Także mając odrobinę honoru opuść sejm i odsuń się od polityki bo więcej szkody robisz niż pożytku.,You and your anti -Polish opposition do not deserve anything. Also having a bit of honor to leave the Sejm and move away from politics because you do more damage than good.,negative
właśnie się zaorałeś . 😂😂😂🤦‍♀️🤦‍♀️🤦‍♀️ dzban wędruje do Borysława 😂😂😂,You just plowed. Rol it,negative
"To jednak nie odpowiada na moje pytanie, co się stanie, jak te pisbolszewickie bydlaki nie oddadzą władzy?
Co wtedy ?","This, however, does not answer my question, what will happen, how these Pisbolshevik bastards will not reflect power? 
 Then what ?",positive
A wasi lewaccy rozbójnicy niszczą pomniki i rozwieszają te paskudne kolorowe flagi😉,And your leftist robbers destroy monuments and hang these nasty colorful flags,negative
"A patrz, senat z takich ludzi chce zrobić ławników SN.","And see, the Senate of such people wants to make SN juries.",neutral
"Łysa pała,zapomniałeś jak blokowaliście Polski Parlament ?","Bald, you forgot how you blocked the Polish parliament?",negative
"Branie łapówek, to wspólny mianownik lewicy i liberałów ?","Taking bribes, is a common denominator of the left and liberals?",negative
Dokładnie Martuś.,Exactly Martuś.,neutral
"Na szczęście nie jesteś lekarzem, tylko idiotą.","Fortunately, you are not a doctor, but an idiot.",negative
Borys jak wjechał z samokrytyką w Nowy Rok…,"Borys, when he entered the New Year with self -criticism ...",negative
A kto tam poddawał w wątpliwość demokrację po wyborach na Białorusi?,And who questioned democracy after the election in Belarus?,negative
Nie dla p. Borysa,Not for Mr. Borys,negative
"A na co ty zasługujesz , porucznik pogardy .","And what do you deserve, the lieutenant of contempt.",negative
"w PL będzie to samo, jeśli nie sfałszują wyborów",in PL it will be the same if they do not fake elections,positive
"ej gnido zakłamana, a kto wylazł na ulicę, kto tam kurwa do tej pory siedzi, pod przykrywką jakichś KODów i Obywateli RP? no słucham kurwa?
kto mordę darł że będzie milion? gdzie te wasze tysiące co miały na ulicy obalić PiS?

weźcie wy i zdechnijcie politycznie w końcu.","Hey, he was hypocritical, and who went out into the street, who is sitting there so far, under the cover of some Codes and Citizens of the Republic of Poland? I'm listening to the fuck? 
 Who was the murder that there would be a million? Where are your thousands what were to overthrow PiS on the street? 

 Take you and die politically finally.",negative
"Szczekający łysy kundelek Donalda ,znów bredzi","Donald's barking bald mongrel, he raves again",negative
ty wez idz sie wykapac wez zimny prysznic albo cos chlopie Dupke umyj,"You go out to go out, take a cold shower or something, wash your asshole",negative
"Nie zakłamiesz rzeczywistości że to opozycja czyli PO-PSL-SLD i jej poczwary to są ci agresywni, podjudzający, szczujący i wyprowadzający ludzi na ulicę, macie zorganizowane bojówki i chuliganów, zrobiliście z polityki szambo, to wy macie na sumieniu dwa zabójstwa polityczne !!","You will not disturb the reality that this is the opposition, i.e. the PO-PSL-SLD and its goodies, they are aggressive, imminent, giving and leading people to the street, you have organized militias and hooligans, you made a cesspool policy, you have two political killings on your conscience !!",negative
Czym bliżej do wyborów tym będzie większa sraczka 🙃 widzę szmaty że nie mają szans.,"The closer to the election, the greater the shit 🙃 I see rags that they have no chance.",negative
Jak narazie to wam przeszkadza przewaga PiS w demokratycznych wyborach. Poza tym razem z PiS i pozostałymi partiami poza Konfederacją podpisywaliście się na wszystkich niekonstytucyjnych ograniczeniach od 2019 roku do lutego 2022,"So far, you are disturbed by PiS advantage in democratic elections. In addition, with PiS and other parties, apart from the confederation, you signed on all unconstitutional restrictions from 2019 to February 2022",negative
Was na to stać bo odkąd ogłoszono wyniki wyborów tak jątrzycie bo nie umiecie się pogodzić z przegraną.Nie daj panie abyście kiedykolwiek doszli do władzy.,"You can afford it because since the results of the election you have been announced because you cannot reconcile with losing. Don't give you, you'll ever come to power.",negative
"Kto to oni bo jesteście dokładnie tacy sami, tylko kłamiecie i manipulujecie z drugiej strony 😅🤣
Jaki macie program koleżko po ewentualnym wygraniu wyborow?","Who is they because you are exactly the same, you just lie and manipulate from the other side 😅🤣 
 What kind of program do you have after winning elections?",negative
"Może lepiej porozmawiajmy o wspólnym mianowniku lewackiego i liberalnego chłamu.
Kłamstwo, manipulacja nieprzerwany ciąg oszustw, w tym wyborczych.","Maybe we'd better talk about the common denominator of leftist and liberal brush. 
 Lie, manipulation of an uninterrupted sequence of fraud, including election.",negative
"""Brak szacunku dla instytucji publicznych, nieuznawanie demokratycznych rozstrzygnięć, strach  przed wyborczą porażką"" - świetny opis PO, POKO czy jak was tam zwą. Chwila szczerości Borysława G.","""Lack of respect for public institutions, not recognizing democratic decisions, fear of electoral failure"" - a great description of the PO, room or how you call you there. A moment of honesty of Borysław G.",negative
Idioto brzydki jesteś jak noc listopadowa ty łysa pało,Ugly idiot you are like November night you have bald,negative
Ciamajdan w Warszawie,Ciamajdan in Warsaw,negative
Buderson ty dzbanie zapomniałeś jak sami robiliście zadymy lepiej już zamilknij Brukselski kundlu 🤦‍♂️🤦‍♂️🤦‍♂️,"Buderson you, you forgot how you made a smoke yourself better",negative
"Uważaj Budka z tym nawoływaniem do buntu wobec legalnie wybranej władzy w Polsce, żeby to ciebie czasami nie wywieźli na taczkach!","Be careful with this call to rebellion towards legally chosen power in Poland, so that they sometimes do not take you on wheelbarrows!",negative
"Autorytet faktycznie do dupy ale jednak dobrze powiedział, tym razem mu się udało.","The authority actually sucks but he said well, he succeeded this time.",neutral
Tylko.....podobnie jak Rosjanie....farmerka,Only ..... just like the Russians .... farmer,neutral
"Zapomniałeś dodać, atak na Sejm przez ciebie i twoich kumpli w 2015. Dalej o braku szacunku dla demokracji, z tym że przez lewactwo, wszystko się zgadza.","You forgot to add, an attack on the Sejm by you and your buddies in 2015. Further about disrespect for democracy, except that through leftism, everything agrees.",negative
"Tak a Rewolucja Rosyjska , Francuska to też „prawi populiści” 😂","Yes, and the Russian revolution, French is also ""right populists"" 😂",negative
"Przypomnę atak w Boże Narodzenie buraków z PO, Nowoczesnej 
Totalne chamstwo i brak szacunku dla Sejmu Rzeczypospolitej","I would like to remind you of a beetroot Christmas attack from PO, Nowoczesna 
 Total rudeness and disrespect for the Sejm of the Republic of Poland",negative
Zapomniałeś wole co wyprawialiscie w 2016?,Did you forget what you did in 2016?,negative
"Gamoniu! ""Brak szacunku dla instytucji publicznych, nieuznawanie demokratycznych rozstrzygnięć, strach  przed wyborczą porażką to wspólny mianownik  .... Oni nie zasługują, by rządzić jakimkolwiek krajem"". Przecież to opis totalnej opozycji. Jak można być takim kretynem?","Gamoniu! ""Lack of respect for public institutions, not recognizing democratic decisions, fear of electoral failure is a common denominator .... they do not deserve to rule any country."" It's a description of the total opposition. How can you be such a moron?",negative
Nie planujecie czasami czegoś podobnego?,Don't you plan something similar sometimes?,negative
Pany to przydałby się słownik ortograficzny.,Pany could use a spelling dictionary.,neutral
"Ty będziesz bubku żołędny rozstrzygał kto zasług na demokrat mandat a kto nie?

Wiadomo, że szykujecie się do kolejnego ciamajdanu, ale tym razem państwo prawa będzie lepiej przygotowane na Wasze rozroby. Dobrze, że z UE dzisiaj też płyną głosy o konieczności uzn wynikow wyborów.","You will be the acorn bubble, deciding who merits the Democrat mandate and who is not? 

 It is known that you are preparing for the next Ciamhadan, but this time the Law will be better prepared for your breakups. It is good that today the EU also flows voices about the need to recognize the results of elections.",negative
Nie masz jakis powaznych autorytetów???,You don't have any serious authorities ???,negative
pedofile przestępcy zdrajcy 🇷🇺🇩🇪 to was dajasz obraz dziwię się że ktoś na was daje głos na was nawet nie można zaszczekać niemiecko ruskie kundle bez pomysłu i koncepcji nic nie umiecie kaleki rudy her fuhrer 🖕 tfuSSk to debil psychicznie chory lizecie jajka debilowi🇷🇺🇩🇪🖕🌈🌈,"Pedophile criminal traitor 🇷🇺🇩🇪 you give you a picture I am surprised that someone gives you a voice for you, you can not even bind German Russian mongrels without an idea and concept, you can't do anything. 🇩🇪🖕🌈🌈",negative
O solidaryzmie i interwencjonizmie to marksista z Konfederacji nie słyszał. Znieść podatki jak w ZSRR co nie?,"He has not heard of solidarity and interventionism. To endure taxes as in the USSR, what?",neutral
"to, że jest ich tak dużo świadczy o tym, że świat sie rozpada",The fact that there are so many shows that the world is falling apart,positive
"zasługuje ten, kto wygrywa wybory...
to takie proste","The one who wins the election deserves ... 
 it's so simple",neutral
"Ty normalnie głupi jesteś do tego stopnia, że nie zauważyłeś, że mówisz i sobie i swojej partii 😂😂😂😂 Qrva, co za dzban !!!","You normally stupid you are so stupid that you did not notice that you speak and yourself and your party 😂😂cut qrva, what a pitcher !!!",negative
"ty łysy budka twój kolega łysy bury kundel od ruskich ogórków łysy gramatyka nie wiedział że 600.000tysi ""zarobi""jacyś jebnięci jesteście PiS was kładzie na łopatki z każdym pomysłem a wy na programie teletydzień dlaleko nie zajedziecie najdalej do Berlina albo Moskwy zdrajcy🇷🇺🖕","You bald booth your colleague bald buby mongrel from Russian cucumbers balm grammar did not know that 600,000 ""earn"" some fucking pis puts you on the shoulders with every idea and you on the Teletydzdz Daleko program you will not get to Berlin or Moscow the trait",negative
"Janku - wróć na lekcje polskiego. Klasa 1-3 się kłania. Nauczysz się odróżniać „rz” od „ż”, bo siara straszna w tak prostym słowie.","Janek - return to Polish lessons. Class 1-3 bows. You will learn to distinguish between ""rz"" from ""Ż"", because the colostrum is terrible in such a simple word.",neutral
A co BB robił po ostatniej wygranej PIS???,And what did BB do after the last PiS win ???,negative
Lepiej dzieci zabijać jak lewacy.,It is better to kill children like leftists.,negative
Ogór z tobą  !!! 🤣🤣🤣🤣🤣 !!! Tfuu,Cucumber with you !!! 🤣🤣🤣🤣🤣 !!! Tfuu,negative
to szmaciarz. Nie fizycznie. Mentalnie,He is a rag. Not physically. Mentally,neutral
"Pan przeczyta ze zrozumieniem te swoje wypociny i… najlepiej odejdzie w niebyt, lub chociaż dla przyzwoitości zamknie konto .","The Lord will read with understanding of his scribbles and ... best he will go into non -existence, or at least for decency he closes his account.",negative
Brawo. Pan tak o sobie i swoich wyznawcach od 7 lat to czyniących. Odważnie... Ten brak szacunku do instytucji publicznych i nie uznawanie demokratycznych rozstrzygnięć. Nie spodziewałam się samokrytyki.,Way to go. You have been doing so about yourself and your followers for 7 years. Boldly ... this lack of respect for public institutions and not recognizing democratic decisions. I didn't expect self -criticism.,negative
"To jest piękne,ilekroć pacany z opozycji coś pompują,zaraz internauci ich miażdżą 🥳🥳🥳🤣🤣🤣","It is beautiful, whenever Pacany pump something from the opposition, Internet users are crushing them 🥳🥳🥳🤣🤣🤣",negative
To ciekawe czym nazwać Wasz ciamajdan xd,It's interesting what your ciamjadan xd,negative
U nas atakują ogórkami i nikt z tego afery nie robi 😂🤣,They attack with us with cucumbers and none of this scandal 😂🤣,neutral
"Człowiek, który nie ma pojęcia o niczym albo łajdak. Nie znam, nie wiem.","A man who has no idea about anything or a bastard. I don't know, I don't know.",negative
"Przegrał, ośle, w 2007. I jakoś nie wzywał do obalenia władzy. To program PO: Ulica i Zagranica.","He lost, in 2007. And somehow he did not call for overthrowing power. This is the PO program: street and abroad.",negative
"kundel spuszczony z łańcucha her fuhrer 🖕 tfuSSk pozwolił szczekać łysemu kundlowi niemiecka banda to chamstwo,kłamstwo,dyktatura i rusko niemiecka propaganda debile 🇷🇺🇩🇪🖕 kto jeszcze na to gówno oddaje głos to zdrajcy 🇷🇺🇩🇪 kochający Niemców i kacapów 🖕 antypolska bolszewią🖕","Her Fuhrer 🖕 Tfussk, a mongrel, led to the bald mongrel, the German band is rudeness, lie, dictatorship and Russian German propaganda idiot 🖕",negative
"Może i tak, ale herszt von Tuska nie jest w stanie z kłamstwem przeskoczyć.","Maybe yes, but the von Tusk's chame is not able to jump with a lie.",negative
😎🔨,😎🔨,negative
Ulica i zagranica wpisuje się w dokładnie ten sam schemat nieuznawania wyników demokratycznych wyborów itd.,"Street and abroad are part of the same scheme of not recognizing the results of democratic elections, etc.",negative
"Babka Tuska nie była w Luftwaffe, tylko była korektorką w niemieckim nazistowskim pisemku propagandowym. Ot, taka to familia.","Tusk's grandmother was not in Luftwaffe, but she was a concealer in the German Nazi propaganda writing. Oh, that's a family.",negative
"Tak było.
To zdjęcie dokumentalne protestu Polaków przed sPISkowym łamaniem konstytucji RP.","It was like that. 
 This is a documentary photo of Poles' protest before conspiracy violation of the Polish Constitution.",positive
"A co wy totalna opozycji lewicowo-liberalna, zrobiliście jeszcze nie tak dawno przy blokowaniu mównicy w Sejmie. Nie wspominając o atakach na placówki posłów PiS-u i płomiennym atakowaniu siłowym prezesów Orlenu, NBP. Czym o się różni od wydarzeń w Brazylii.","And what are the total left-liberal opposition, you did not so long ago when blocking the rostrum in the Sejm. Not to mention the attacks on PiS deputies and the flaming attacking of the Presidents of Orlen, the NBP. How is it different from events in Brazil.",negative
Gówno flaga. Ban,Shit flag. Bunch,neutral
Tępa łysa pała!!!!🤮🐷🤮,Blunt baldness !!!! 🤮🐷🤮,negative
